index,iteration,prompt_index,synthetic_count,n_feedback,output_len,summarization_score,summarization_reason,hallucination_score,hallucination_reason
29,15,1,0,50,1019,0.5,"The score is 0.50 because, while the summary does not introduce contradictions or extra information, it omits key details present in the original text, such as specific feedback about the need for more masks and the volunteers' busyness, which limits its completeness.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported information present."
30,16,0,0,50,859,0.8,"The score is 0.80 because the summary introduces a minor unsubstantiated benefit regarding increased opportunities for questions if more volunteers were present, which is not explicitly stated in the original text. Additionally, the summary omits specific feedback about volunteers being very busy and having little time for questions. Overall, the summary remains mostly accurate but misses some nuance and detail.",0.0,"The score is 0.00 because all statements in the actual output are either factually aligned with or neutral to the context, with no contradictions or unsupported claims present."
31,16,1,0,50,782,0.4,"The score is 0.40 because the summary introduces several contradictions, such as overstating the frequency of long queues and misrepresenting the type of uncertainty and information gaps discussed in the original text. Additionally, the summary omits specific feedback present in the original, such as suggestions for reminders, mask distribution, and multi-channel announcements, reducing its accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, and there are no contradictions or unsupported claims."
32,17,0,0,50,701,0.2,"The score is 0.20 because the summary introduces extra information not present in the original text and omits several key details and feedback that the original text provides, resulting in a poor representation of the source material.",0.44,"The score is 0.44 because while the actual output aligns with many key facts from the context, it omits several important details such as requirements for official documents, perceptions about support distribution, and logistical issues like long queues and water shortages, leading to partial factual coverage and moderate hallucination."
33,17,1,0,50,912,0.2,"The score is 0.20 because the summary introduces substantial extra information not present in the original text and omits several specific feedback points that the original text addresses, resulting in a poor reflection of the source material.",0.0,"The score is 0.00 because all factual alignments show that the actual output is fully supported by the context, with no contradictions or unsupported claims present."
34,18,0,0,50,730,0.25,"The score is 0.25 because the summary introduces extra claims not supported by the original text, such as guaranteeing all households receive updates and ensuring equal access, which overstate the original points. Additionally, the summary omits specific feedback present in the original text, such as requests for reminders, comments on long queues, and observations about busy volunteers, reducing its accuracy and completeness.",0.0,"The score is 0.00 because all factual alignments show that the actual output is fully consistent with the context, and there are no contradictions or unsupported details."
35,18,1,0,50,751,0.5,"The score is 0.50 because, while the summary does not introduce contradictions or extra information, it omits key details present in the original text, such as feedback about reminders before activities and the suggestion to share announcements through multiple channels. This limits the summary's completeness and usefulness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context and there are no contradictions, indicating no hallucinations."
36,19,0,0,50,1045,0.2,"The score is 0.20 because the summary contains several contradictions to the original text, overstates certain requirements, and introduces extra information not present in the source. Additionally, the summary omits specific feedback and details that the original text provides, reducing its accuracy and completeness.",0.14,"The score is 0.14 because the actual output closely aligns with the context in most areas, with only minor omissions (e.g., handwashing stations, posters, masks, signage) and no evidence of fabricated or unsupported information."
37,19,1,0,50,763,0.4,"The score is 0.40 because the summary introduces a contradiction by mentioning inaccessible locations, which is not in the original text, and omits several specific feedback points present in the original, such as requests for reminders, more masks, and multi-channel announcements. This results in a summary that is incomplete and partially inaccurate.",0.0,"The score is 0.00 because all statements in the actual output are fully supported by the context, with no contradictions or unsupported claims."
38,20,0,0,50,1082,0.6,"The score is 0.60 because the summary introduces requirements for official documents and registration that contradict the original text, and adds details about activity schedules not present in the source. Additionally, the summary omits feedback about mask distribution and volunteer availability, which are covered in the original text.",0.26,"The score is 0.26 because the actual output aligns with most factual details from the context, but it omits several specific limitations and beliefs present in the context, resulting in minor hallucinations."
39,20,1,0,50,1314,0.2,"The score is 0.20 because the summary introduces several inaccuracies, such as stating that organizational challenges and confusion about eligibility were commonly cited, which is not supported by the original text. It also adds extra details not present in the original, like prioritization based on location and registration lists being full. Additionally, the summary omits specific feedback present in the original, such as requests for more masks, long queues, and suggestions for better communication, resulting in a low summarization quality.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims, indicating no hallucination."
40,1,0,1,50,646,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long queues at registration, and suggestions for sharing announcements through multiple channels. This reduces the summary's completeness and usefulness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, with no contradictions or unsupported claims present."
41,1,1,1,50,997,0.4,"The score is 0.40 because, while the summary does not introduce contradictions or extra information, it omits several key details present in the original text, such as specific feedback about mask distribution, queue length, and suggestions for improving information dissemination. This limits the summary's completeness and usefulness.",0.42,"The score is 0.42 because while the actual output aligns with many factual details from the context, it omits several key points and suggestions present in the context, resulting in partial coverage and moderate hallucination."
42,2,0,1,50,1156,0.8,"The score is 0.80 because the summary omits the detail about feedback indicating that more masks would help families follow prevention measures, which is present in the original text. Otherwise, the summary aligns well with the original content.",0.26,"The score is 0.26 because the actual output is highly aligned with the factual contexts, with only minor omissions and no significant contradictions or fabricated information."
43,2,1,1,50,1010,0.6,"The score is 0.60 because the summary omits important feedback present in the original text, such as suggestions for reminders before activities and requests for more masks to help families follow prevention measures. This reduces the summary's completeness and usefulness.",0.0,"The score is 0.00 because all factual alignments show that the actual output is fully supported by the context, with no contradictions or unsupported claims present."
44,3,0,1,50,1384,0.4,"The score is 0.40 because the summary introduces extra information about eligibility criteria and activity schedules being communicated through multiple channels and ensuring equal access, which is not present in the original text. Additionally, the summary omits several specific feedback points that the original text addresses, such as requests for reminders, more masks, and comments about volunteers' availability. This results in a summary that is only partially faithful to the original content.",0.26,"The score is 0.26 because the actual output aligns with most factual details from the context, but it omits several specific eligibility criteria, logistical requirements, and reported barriers, resulting in minor factual gaps rather than outright hallucinations."
45,3,1,1,50,1223,0.5,"The score is 0.50 because the summary introduces several unsupported generalizations and claims about frequency, motivation, and insufficiency that are not present in the original text, and it omits specific feedback and suggestions that the original text provides. This results in a summary that only partially reflects the original content and misrepresents some details.",0.12,"The score is 0.12 because the actual output is highly aligned with the context, with only a few minor omissions (e.g., not mentioning specific eligibility criteria, distribution biases, or visibility of posters) and no evidence of fabricated or incorrect information."
46,4,0,1,50,551,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders, the use of multiple channels for announcements, and observations about volunteer availability. This limits the summary's completeness and usefulness.",0.4,"The score is 0.40 because while the actual output aligns with many key points in the context, there are several notable omissions where it fails to address specific issues such as full registration lists, advance announcements, and visibility of posters, leading to a moderate level of hallucination."
47,4,1,1,50,1356,0.7777777777777778,"The score is 0.78 because the summary introduces some contradictions and extra details not present in the original text, such as eligibility requirements and the frequency of long queues, and omits specific feedback about volunteer availability. However, it still captures much of the main content, justifying a moderately high score.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context and there are no contradictions, indicating no hallucinations."
48,5,0,1,50,1135,0.4,"The score is 0.40 because the summary introduces a contradiction by incorrectly stating there were shortages and long waits for masks, which the original text does not mention. Additionally, the summary omits several details present in the original text, such as specific feedback about the need for more masks, long registration queues, and the busyness of volunteers, reducing its overall accuracy and completeness.",0.2,"The score is 0.20 because the actual output aligns with most factual details in the context, but it omits several specific eligibility criteria and operational issues, leading to minor hallucinations."
49,5,1,1,50,907,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long registration queues, and suggestions for sharing announcements through multiple channels. This reduces the summary's completeness and usefulness.",0.0,"The score is 0.00 because all statements in the actual output are fully supported by the context, with numerous factual alignments and no contradictions, indicating no hallucination."
50,6,0,1,50,749,0.6,"The score is 0.60 because the summary contradicts the original text regarding the clarity and pace of instructions and the provision of reminders, which affects accuracy. However, there is no extra information added, and the summary covers some main points, justifying a moderate score.",0.0,"The score is 0.00 because all factual alignments show the actual output consistently agrees with the context, and there are no contradictions, indicating no hallucination."
51,6,1,1,50,1002,0.6,"The score is 0.60 because the summary introduces requirements for official documents and overstates difficulties with scheduling and signage, which are not supported by the original text. Additionally, the summary omits specific feedback about mask distribution and communication channels that the original text addresses.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, and there are no contradictions or unsupported claims."
52,7,0,1,50,1154,0.6,"The score is 0.60 because, while the summary does not introduce contradictions or extra information, it omits key details present in the original text, such as feedback about the need for more masks and the busyness of volunteers, which limits its completeness.",0.56,"The score is 0.56 because while there are many factual alignments between the actual output and the context, there are also numerous contradictions where key concerns and details from the context are omitted or unaddressed in the output, indicating a moderate level of hallucination."
53,7,1,1,50,878,0.4,"The score is 0.40 because, while the summary does not introduce contradictions or extra information, it omits several key details present in the original text, such as feedback about reminders before activities, the need for more masks, and the suggestion to use multiple channels for announcements. This limits the summary's completeness and usefulness.",0.08,"The score is 0.08 because the actual output aligns with nearly all factual details in the context, with only a few minor omissions regarding specific eligibility and documentation requirements, resulting in a low hallucination score."
54,8,0,1,50,1092,0.4,"The score is 0.40 because the summary introduces extra suggestions not present in the original text and omits specific feedback and details that the original text provides, such as issues with mask availability, long queues, and volunteer workload. This reduces the summary's accuracy and completeness.",0.4,"The score is 0.40 because while the actual output aligns with many factual details from the context, it omits several key points such as the long queue at registration, proximity-based support, and specific eligibility or access issues, indicating partial but not complete factual alignment and some omissions rather than outright hallucinations."
55,8,1,1,50,1007,0.6,"The score is 0.60 because the summary introduces a contradiction by mentioning distant distribution sites as an issue, which is not supported by the original text. Additionally, the summary omits some feedback present in the original, such as the desire for reminders before activities and the need for more masks to help families follow prevention measures.",0.0,"The score is 0.00 because all statements in the actual output are fully supported by the context, with numerous factual alignments and no contradictions or unsupported claims."
56,9,0,1,50,646,0.0,"The score is 0.00 because the summary contains significant contradictions by misrepresenting reported hearsay as household beliefs, which distorts the original meaning. Additionally, the summary omits several key pieces of feedback present in the original text, resulting in a highly inaccurate and incomplete representation.",0.0,"The score is 0.00 because all factual alignments show the actual output is fully consistent with the context, and there are no contradictions, indicating no hallucinations."
57,9,1,1,50,810,0.4,"The score is 0.40 because the summary introduces contradictions and extra information not supported by the original text, such as overstating the frequency of certain issues. Additionally, the summary omits several specific feedback points present in the original text, reducing its accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, and there are no contradictions or unsupported claims, indicating no hallucination."
58,10,0,1,50,975,0.5,"The score is 0.50 because the summary introduces extra information about household registration for COVID-19 assistance that is not in the original text, and it omits details about feedback on mask distribution and volunteer availability, reducing its completeness and accuracy.",0.0,"The score is 0.00 because all factual alignments show the actual output consistently matches the context, with no contradictions or unsupported claims."
59,10,1,1,50,1044,0.75,"The score is 0.75 because the summary omits the detail that there is feedback indicating more masks would help families follow prevention measures, which reduces its completeness. Otherwise, the summary aligns well with the original text.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context and there are no contradictions, indicating no hallucinations."
60,11,0,1,50,878,0.75,"The score is 0.75 because the summary introduces an unsubstantiated eligibility criterion not present in the original text, and omits feedback about the usefulness of more masks, which the original text addresses. However, there is no extra unrelated information, indicating the summary is generally accurate but with notable omissions and a contradiction.",0.3,"The score is 0.30 because the actual output closely aligns with the context in most areas, with only minor omissions rather than fabrications or major contradictions. The contradictions mainly reflect missing details rather than invented information, resulting in a relatively low hallucination score."
61,11,1,1,50,633,0.25,"The score is 0.25 because the summary omits several key details present in the original text, such as feedback about the need for more masks, suggestions for sharing announcements through multiple channels, and observations about volunteers being very busy. These omissions significantly reduce the summary's completeness and usefulness.",0.08,"The score is 0.08 because the actual output is highly aligned with the context, with only a few minor omissions regarding specific eligibility criteria and requirements, resulting in a low hallucination score."
62,12,0,1,50,795,0.6,"The score is 0.60 because the summary exaggerates the number of people who left the queue, which contradicts the original text. Additionally, the summary omits some feedback details present in the original, such as suggestions for reminders before activities and providing more masks. Overall, the summary captures the main idea but lacks accuracy and completeness.",0.16,"The score is 0.16 because the actual output aligns with the vast majority of context points, with only a few minor omissions (e.g., hygiene supplies, testing, poster visibility, scheduling), indicating very low hallucination."
63,12,1,1,50,725,0.2,"The score is 0.20 because the summary omits several key details present in the original text, such as specific feedback about reminders, mask distribution, communication channels, and volunteer availability. This significantly reduces the summary's completeness and usefulness.",0.0,"The score is 0.00 because all factual statements in the actual output align with the context and there are no contradictions, indicating no hallucinated information."
64,13,0,1,50,744,0.4,"The score is 0.40 because the summary introduces unsupported claims about consistent updates to all households and disability support eligibility, which contradict the original text. Additionally, the summary omits several pieces of feedback present in the original, such as requests for reminders, more masks, and comments on volunteer availability. These issues significantly reduce the summary's accuracy and completeness.",0.5,"The score is 0.50 because while there are numerous factual alignments between the actual output and the context, there are also several omissions where the output fails to address important contextual details, leading to partial but not full alignment and indicating moderate hallucination."
65,13,1,1,50,717,0.6,"The score is 0.60 because the summary introduces extra information about challenges with eligibility requirements for support and testing that is not present in the original text. Additionally, the summary omits specific feedback from the original text regarding the desire for reminders before activities and the suggestion to use multiple channels for announcements. These omissions and additions reduce the summary's accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are fully supported by the context, with no contradictions or unsupported claims present."
66,14,0,1,50,646,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long queues at registration, and volunteers being too busy to answer questions. This reduces the summary's completeness and usefulness.",0.04,"The score is 0.04 because the vast majority of the actual output aligns with the context, with only minor omissions where concerns about vaccine eligibility and fairness are not addressed. There are no unsupported or fabricated details, resulting in a low hallucination score."
67,14,1,1,50,1133,0.6,"The score is 0.60 because the summary exaggerates the frequency and specifics of water requests at handwashing stations, which contradicts the original text. Additionally, the summary omits feedback about reminders before activities and suggestions for sharing announcements through multiple channels, both of which are present in the original text. No extra information was added, but these issues reduce the summary's accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context and there are no contradictions, indicating no hallucination."
68,15,0,1,50,808,0.6,"The score is 0.60 because while the summary does not introduce contradictions or extra information, it omits important details present in the original text, such as specific feedback about the need for more masks and the volunteers' busyness, which limits the summary's completeness.",0.0,"The score is 0.00 because all statements in the actual output either align with or do not contradict the context, and there are no contradictions or unsupported claims, indicating no hallucination."
69,15,1,1,50,831,0.4,"The score is 0.40 because the summary introduces a contradiction by overstating the original text's evidence about households with disabled members requesting follow-up visits, and it omits several details that the original text can answer, such as feedback on reminders, queue length, and communication channels.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the provided contexts, and there are no contradictions, indicating no hallucination."
70,16,0,1,50,779,0.2857142857142857,"The score is 0.29 because the summary introduces several pieces of extra information not present in the original text, such as suggestions for improving accessibility, communication, and volunteer management, while also omitting specific feedback about mask needs and volunteer availability that the original text addresses. This significantly reduces the summary's faithfulness and completeness.",0.28,"The score is 0.28 because the actual output closely aligns with most contextual facts, as shown by numerous factual alignments and only a few omissions or contradictions, indicating minimal hallucination."
71,16,1,1,50,773,0.25,"The score is 0.25 because the summary introduces several pieces of extra information not present in the original text, such as concerns about unequal prioritization, shortages of masks or soap, and issues with timing or location. Additionally, the summary omits answers to questions that the original text addresses, such as feedback on mask distribution and communication channels. While there are no direct contradictions, the presence of significant extra information and omissions justifies the low score.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
72,17,0,1,50,1504,0.4,"The score is 0.40 because the summary introduces claims about improving accessibility and difficulty moving around that are not supported by the original text, and omits several pieces of feedback present in the original, such as requests for reminders, more masks, and comments on volunteer availability.",0.18,"The score is 0.18 because the actual output aligns with most factual details from the context, with only a few omissions and no evidence of fabricated or unsupported information."
73,17,1,1,50,772,0.2,"The score is 0.20 because the summary omits several key details present in the original text, such as specific feedback about reminders, registration queues, communication channels, and volunteer availability. This significantly reduces the summary's completeness and usefulness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the provided contexts, and there are no contradictions, indicating no hallucination."
74,18,0,1,50,602,0.25,"The score is 0.25 because the summary introduces extra information not present in the original text, such as claims about current actions being taken regarding multiple locations and fair distribution, which are not confirmed by the original. Additionally, the summary omits key feedback details found in the original text, such as requests for reminders, more masks, and comments on volunteer availability. These omissions and additions significantly reduce the summary's accuracy and completeness.",0.0,"The score is 0.00 because all factual alignments show the actual output is fully consistent with the context, and there are no contradictions, indicating no hallucination."
75,18,1,1,50,739,0.875,"The score is 0.88 because the summary includes extra information about requests for written summaries of announcements, which was not present in the original text. Otherwise, the summary aligns well with the original content.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context and there are no contradictions, indicating no hallucination."
76,19,0,1,50,1139,0.8,"The score is 0.80 because the summary omits the detail that feedback suggests sharing announcements through multiple channels could help more people receive information, which reduces its completeness. Otherwise, the summary aligns well with the original text.",0.2,"The score is 0.20 because the actual output aligns with most factual details from the context, but it omits several specific points such as testing limitations, documentation requirements, poster visibility, and perceptions about support distribution, indicating minor hallucination."
77,19,1,1,50,888,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, the need for more masks, and the suggestion to use multiple channels for announcements. This limits the summary's completeness and usefulness.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context and there are no contradictions, indicating no hallucination."
78,20,0,1,50,735,0.6,"The score is 0.60 because, while the summary does not introduce contradictions or extra information, it omits key feedback present in the original text, such as the desire for reminders before activities and observations about volunteers being too busy for questions. This reduces the summary's completeness and accuracy.",0.0,"The score is 0.00 because all statements in the actual output are either factually aligned with the context or do not contradict it, and there are no contradictions or unsupported claims."
79,20,1,1,50,804,0.4,"The score is 0.40 because, while the summary does not introduce contradictions or extra information, it omits several key details present in the original text, such as specific feedback about reminders, mask distribution, and communication channels. This limits the summary's completeness and usefulness.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context and there are no contradictions, indicating no hallucinated information."
80,1,0,2,50,773,0.5,"The score is 0.50 because the summary omits key feedback present in the original text, such as the desire for reminders before activities and the suggestion that more masks would help families follow prevention measures. This reduces the summary's completeness and informativeness.",0.0,"The score is 0.00 because all factual alignments show agreement or non-contradiction between the actual output and the context, with no contradictions or unsupported statements present."
