index,iteration,prompt_index,synthetic_count,n_feedback,output_len,summarization_score,summarization_reason,hallucination_score,hallucination_reason
10,1,0,1,50,3134,0.42857142857142855,"The score is 0.43 because the summary introduces significant extra information not present in the original text, such as references to specific vulnerable groups and systemic inequities, and it also contradicts the original text regarding the causes of confusion. Additionally, the summary omits details that the original text can answer, such as feedback about reminders and registration queues. Overall, the summary diverges notably from the original content.",0.18,"The score is 0.18 because the actual output aligns with the majority of factual points from the context, with only a few minor omissions or contradictions, indicating low but not zero hallucination."
11,3,0,1,50,2410,0.0,"The score is 0.00 because the summary introduces multiple pieces of extra information not present in the original text, such as specific references to vulnerable populations and AI-driven insights, and contradicts the original text by attributing feedback and issues to groups not mentioned. Additionally, the summary omits several details that the original text provides, such as specific feedback about reminders, masks, and communication channels.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
12,5,0,1,50,3085,0.21428571428571427,"The score is 0.21 because the summary introduces substantial extra information not present in the original text, such as AI recommendations and references to systemic inequalities, and omits specific feedback and details that the original text can answer, resulting in a low-quality summarization.",0.0,"The score is 0.00 because all statements in the actual output are fully supported by the context, with numerous factual alignments and no contradictions, indicating no hallucination."
13,7,0,1,50,2664,0.15384615384615385,"The score is 0.15 because the summary introduces substantial extra information not present in the original text, such as AI analysis, specific feedback form IDs, and detailed recommendations, while omitting several key points that the original text addresses. This results in a summary that is largely unfaithful to the source material.",0.64,"The score is 0.64 because while there are several factual alignments between the actual output and the context, there are also numerous contradictions where key context points are omitted or unaddressed, indicating a moderate level of hallucination due to incomplete coverage."
14,9,0,1,50,3138,0.4,"The score is 0.40 because the summary introduces significant extra information not present in the original text, such as specific groups affected and detailed communication strategies, and omits answers to several questions that the original text addresses. This reduces the summary's faithfulness and completeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context and there are no contradictions, indicating no hallucination."
15,11,0,1,50,3059,0.38461538461538464,"The score is 0.38 because the summary introduces significant extra information and interpretations not present in the original text, such as specific references to marginalized groups, proposed solutions, and claims about exacerbating inequalities. While there are no direct contradictions, the addition of unsupported details reduces the summary's fidelity to the source.",0.34,"The score is 0.34 because the actual output aligns with most context points, but omits several specific details and suggestions present in the context, resulting in some factual gaps but no major fabrications."
16,13,0,1,50,3075,0.3333333333333333,"The score is 0.33 because the summary contains significant contradictions, such as reversing the direction of inequity and misrepresenting the situation with handwashing stations. It also introduces extra information not present in the original text, including details about technology access, language barriers, and rural areas. Additionally, the summary omits specific feedback present in the original text, such as requests for reminders, more masks, and comments about volunteers being too busy. These issues substantially reduce the accuracy and completeness of the summary.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, with no contradictions or unsupported claims, indicating no hallucination."
17,15,0,1,50,2150,0.2,"The score is 0.20 because the summary introduces significant extra information not present in the original text, such as specific demographic groups facing difficulties and the exacerbation of health disparities, and omits several details that the original text can answer, like feedback about reminders, long queues, mask needs, and volunteer availability. This reduces the summary's fidelity to the source.",0.0,"The score is 0.00 because all factual alignments indicate that the actual output is fully supported by the context, with no contradictions or unsupported claims present."
18,17,0,1,50,2309,0.4,"The score is 0.40 because the summary introduces extra information about specific groups and systemic issues not present in the original text, and it omits key feedback details that the original text provides, reducing its accuracy and completeness.",0.0,"The score is 0.00 because all factual alignments show that the actual output is fully consistent with the context, with no contradictions or unsupported details, indicating no hallucination."
19,19,0,1,50,2118,0.3,"The score is 0.30 because the summary introduces significant extra information not present in the original text, such as details about feedback forms, analysis methods, and specific recommendations, while also failing to address key points and questions that the original text covers. This reduces the summary's accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output align with the context and there are no contradictions, indicating no hallucinated or unsupported information."
20,1,0,2,50,2352,0.4444444444444444,"The score is 0.44 because the summary introduces several pieces of extra information not present in the original text, such as AI analysis and recommendations, and also contradicts the original text by mentioning concerns about vulnerable populations and unequal access that were not discussed. Additionally, the summary omits specific feedback details that the original text provides, reducing its accuracy and completeness.",0.0,"The score is 0.00 because all factual alignments show the actual output consistently agrees with the context, and there are no contradictions, indicating no hallucination."
21,3,0,2,50,2550,0.25,"The score is 0.25 because the summary introduces substantial extra information, such as specific marginalized groups, causes of inequity, and AI recommendations, that are not present in the original text. Additionally, the summary omits answers to several questions that the original text addresses, indicating a significant loss of relevant content.",0.0,"The score is 0.00 because all statements in the actual output align with the context and there are no contradictions, indicating no hallucination."
22,5,0,2,50,2373,0.5833333333333334,"The score is 0.58 because the summary contains several inaccuracies, including overstating when handwashing stations ran out of water and adding details about vulnerable populations and accessibility that are not present in the original text. Additionally, the summary omits specific feedback about reminders and mask distribution, reducing its completeness and fidelity to the source.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context and there are no contradictions, indicating no hallucinations."
23,7,0,2,50,2464,0.4,"The score is 0.40 because the summary introduces several pieces of extra information not present in the original text, such as references to low-income families, individuals with disabilities, and specific communication methods. Additionally, the summary omits key feedback details from the original text, such as suggestions for reminders, long queues, and the need for more masks, which reduces its coverage and accuracy.",0.42,"The score is 0.42 because while the actual output aligns with many key points from the context, there are several omissions where it fails to address specific details and suggestions present in the context, leading to a moderate level of factual incompleteness but no major fabrications."
24,9,0,2,50,2295,0.4,"The score is 0.40 because the summary introduces several pieces of extra information not present in the original text, such as references to marginalized groups, social disparities, and specific challenges for individuals with limited mobility. Additionally, the summary omits concrete feedback and suggestions found in the original text, such as requests for reminders, more masks, and multi-channel announcements. While there are no direct contradictions, the presence of significant extra information and missing details justifies the low score.",0.48,"The score is 0.48 because while the actual output aligns with the context on many key points, there are numerous omissions where it fails to address specific factual details and suggestions present in the context, leading to a moderate level of hallucination."
25,11,0,2,50,2419,0.2,"The score is 0.20 because the summary introduces substantial extra information not present in the original text, such as references to systemic inequalities, specific impacts on marginalized groups, and detailed recommendations. Additionally, the summary omits several points that the original text addresses, such as feedback about reminders, mask distribution, communication channels, and volunteer availability. This results in a summary that is not faithful to the original content.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
26,13,0,2,50,2547,0.5,"The score is 0.50 because the summary introduces extra demographic and impact details not present in the original text, and omits specific feedback about reminders and volunteer availability that the original text contains. This reduces the summary's accuracy and completeness.",0.18,"The score is 0.18 because the actual output mostly aligns with the context, addressing logistical, communication, and distribution issues, but omits several specific factual details (e.g., eligibility restrictions, documentation requirements, and maintenance issues) noted in the contradictions, indicating minor hallucination."
27,15,0,2,50,2731,0.125,"The score is 0.12 because the summary introduces substantial extra information not present in the original text, such as references to specific feedback forms, explicit mentions of marginalized groups, and detailed impacts on social and economic inequalities. Additionally, the summary omits several details that the original text covers, such as feedback about reminders, long queues, and volunteer availability. These issues significantly reduce the summary's fidelity to the original text.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the contexts, indicating that the output is fully grounded in the provided evidence with no hallucinations."
28,17,0,2,50,2566,0.4444444444444444,"The score is 0.44 because the summary introduces several pieces of extra information not present in the original text, such as specific impacts on low-income families, elderly individuals, and those with disabilities, as well as claims about health disparities and access for vulnerable populations. Additionally, the summary omits details that the original text covers, such as feedback about reminders and volunteer availability. These issues significantly reduce the summary's fidelity to the original content.",0.0,"The score is 0.00 because all statements in the actual output align with the context and there are no contradictions, indicating no hallucinated information."
29,19,0,2,50,2391,0.4117647058823529,"The score is 0.41 because the summary introduces significant extra information not present in the original text, omits key details that the original text can answer, and contains contradictions regarding who receives support and the factors influencing access. This reduces the summary's fidelity and accuracy.",0.0,"The score is 0.00 because all statements in the actual output align with the context and there are no contradictions, indicating no hallucinated information."
30,1,0,5,50,2606,0.6,"The score is 0.60 because the summary introduces several pieces of extra information not present in the original text, such as AI recommendations and specific communication plans, and omits answers to questions about feedback on mask distribution and volunteer availability. However, there are no direct contradictions, indicating a moderate level of accuracy.",0.0,"The score is 0.00 because all factual alignments between the actual output and the contexts are strong and there are no contradictions, indicating no hallucination."
31,3,0,5,50,2505,0.0,"The score is 0.00 because the summary introduces substantial extra information not present in the original text and omits key details that the original text can answer, resulting in a highly inaccurate and unfaithful representation.",0.32,"The score is 0.32 because the actual output aligns with most factual details from the context, with only a few omissions or missed references, and no evidence of fabricated or unsupported information."
32,5,0,5,50,2641,0.4,"The score is 0.40 because the summary introduces several pieces of extra information not present in the original text, such as specific references to vulnerable groups and evidence-based recommendations. Additionally, the summary omits details that the original text covers, like feedback about reminders and mask distribution, reducing its completeness and accuracy.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the context, indicating no hallucination."
33,7,0,5,50,2982,0.4166666666666667,"The score is 0.42 because the summary introduces several pieces of extra information and recommendations not present in the original text, and omits specific feedback such as requests for reminders and masks, reducing its accuracy and completeness.",0.36,"The score is 0.36 because while the actual output aligns with most factual details in the context, it omits several specific perceptions, eligibility requirements, and logistical suggestions present in the context, leading to partial but not full factual alignment."
34,9,0,5,50,2567,0.25,"The score is 0.25 because the summary introduces several details not present in the original text, such as specific vulnerable groups, barriers like language and transportation, and references to marginalized populations. It also omits feedback about volunteers being busy, which is present in the original text. These issues significantly reduce the summary's accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context and there are no contradictions, indicating no hallucination."
35,11,0,5,50,2602,0.2,"The score is 0.20 because the summary introduces significant extra information not present in the original text, such as claims about inefficiency, barriers for people with disabilities, and systemic bias, while omitting specific feedback and suggestions that the original text provides. This results in a summary that is not faithful to the original content.",0.62,"The score is 0.62 because while the actual output aligns with many key factual points from the context, it omits numerous important details and corrections, resulting in partial coverage and moderate hallucination."
36,13,0,5,50,2967,0.38461538461538464,"The score is 0.38 because the summary reverses a key point about which families are more likely to receive support, introduces several recommendations and details not present in the original text, and omits specific feedback about mask distribution, leading to significant inaccuracies and omissions.",0.2,"The score is 0.20 because the actual output aligns with most factual details in the context, but omits several specific requirements and suggestions (e.g., official documents, physical accessibility, hygiene supplies), resulting in minor hallucinations."
37,15,0,5,50,2389,0.5,"The score is 0.50 because the summary introduces several pieces of extra information not present in the original text, such as specific references to vulnerable or marginalized groups, language barriers, and the need for volunteer training. Additionally, the summary omits details that the original text can answer, like feedback about mask distribution and communication channels. However, there are no direct contradictions, which helps maintain some accuracy.",0.0,"The score is 0.00 because all factual statements in the actual output align with the provided contexts and there are no contradictions, indicating no hallucinations."
38,17,0,5,50,2683,0.2,"The score is 0.20 because the summary introduces significant extra information not present in the original text, such as references to social media, specific marginalized groups, accessible formats, and feedback forms, while omitting several details that the original text can answer, like feedback about reminders, long queues, mask distribution, and volunteer availability. This results in a summary that is not faithful to the original content.",0.18,"The score is 0.18 because the actual output mostly aligns with the context, addressing nearly all factual points and recommendations, but it misses or fails to acknowledge several specific concerns and claims present in the context, resulting in minor hallucinations."
39,19,0,5,50,3010,0.4,"The score is 0.40 because the summary introduces substantial extra information not present in the original text and omits specific feedback and details that the original text can answer, reducing its accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output align with the context and there are no contradictions, indicating no hallucinated information."
40,1,0,10,50,2649,0.2,"The score is 0.20 because the summary introduces significant extra information not present in the original text, such as impacts on marginalized communities and health disparities, while omitting specific feedback and details that the original text provides. This results in a summary that is not faithful to the original content.",0.0,"The score is 0.00 because all factual alignments show that the actual output consistently matches the context, with no contradictions or unsupported information present."
41,3,0,10,50,2687,0.0,"The score is 0.00 because the summary introduces substantial extra information not present in the original text, such as AI analysis, specific feedback form codes, and detailed recommendations, while also failing to address key points from the original text, such as feedback about masks and volunteer availability. This results in a summary that does not accurately reflect the original content.",0.12,"The score is 0.12 because the actual output closely aligns with the majority of factual details in the context, with only a few minor omissions or unaddressed concerns, resulting in a low hallucination score."
42,5,0,10,50,2523,0.4,"The score is 0.40 because the summary introduces several unsupported inferences and generalizations not present in the original text, such as claims about inefficiency, inequity, and disproportionate effects on low-income or disabled households. Additionally, the summary omits specific feedback and suggestions that the original text provides, reducing its accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context and there are no contradictions, indicating no hallucination."
43,7,0,10,50,2689,0.0,"The score is 0.00 because the summary introduces substantial extra information and recommendations not present in the original text, and omits key feedback and details that the original text provides, resulting in a summary that does not accurately reflect the source material.",0.0,"The score is 0.00 because all factual alignments show the actual output is consistent with the context, and there are no contradictions or unsupported claims."
44,9,0,10,50,2609,0.5,"The score is 0.50 because the summary introduces substantial extra information not present in the original text, such as references to marginalized groups, specific recommendations, and accessibility measures. Additionally, the summary omits details that the original text covers, like feedback about reminders and volunteer availability. This reduces the summary's fidelity to the source.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the contexts, indicating that the output is fully grounded in the provided evidence."
45,11,0,10,50,3125,0.2857142857142857,"The score is 0.29 because the summary introduces substantial extra information not present in the original text, such as specific strategies, targeted populations, and detailed accessibility considerations. Additionally, the summary omits some feedback found in the original text, such as requests for reminders and more masks, reducing its coverage and accuracy.",0.14,"The score is 0.14 because the actual output strongly aligns with the context on most points, with only minor omissions rather than explicit contradictions, indicating low hallucination."
46,13,0,10,50,2429,0.47058823529411764,"The score is 0.47 because the summary introduces substantial extra information not present in the original text, such as specific feedback form codes, detailed demographic breakdowns, and explicit evidence-based recommendations. While there are no direct contradictions, the summary omits some details that the original text covers, such as specific feedback about long queues and busy volunteers, reducing its overall fidelity.",0.0,"The score is 0.00 because all factual alignments between the actual output and the context are supported, with no contradictions or unsupported claims present."
47,15,0,10,50,2534,0.2,"The score is 0.20 because the summary introduces several unsupported claims and recommendations not found in the original text, misrepresents key details (such as the issue with handwashing stations and supply shortages), and omits specific feedback present in the original. These issues significantly reduce the summary's accuracy and faithfulness.",0.52,"The score is 0.52 because while there are numerous factual alignments between the actual output and context, there are also several significant omissions and misrepresentations, such as not addressing key perceptions, requirements, and suggestions from the context, which moderately increases the hallucination risk."
48,17,0,10,50,2615,0.25,"The score is 0.25 because the summary introduces substantial extra information not present in the original text, such as details about accessibility, inclusivity, and specific communication strategies, while omitting key feedback and details that the original text provides. This reduces the summary's fidelity to the source material.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
49,19,0,10,50,2557,0.0,"The score is 0.00 because the summary introduces substantial extra information not present in the original text, such as specifying feedback from particular demographic groups and attributing issues to marginalized communities, which the original text does not mention. Additionally, the summary omits key feedback and suggestions that are present in the original text, resulting in a highly inaccurate representation.",0.6,"The score is 0.60 because while the actual output aligns with many factual details from the context, it omits numerous key suggestions, perceptions, and logistical issues present in the context, indicating partial coverage and moderate hallucination."
50,1,0,20,50,2872,0.35294117647058826,"The score is 0.35 because the summary introduces substantial extra information and recommendations not present in the original text, and omits specific feedback details that the original text provides. This reduces the summary's fidelity and completeness.",0.18,"The score is 0.18 because the actual output aligns with the majority of factual points from the context, with only a few omissions (e.g., handwashing stations, poster visibility, accessibility barriers, and testing limitations) and no evidence of fabricated or contradictory information."
51,3,0,20,50,2740,0.2,"The score is 0.20 because the summary contains several overstatements and inaccuracies compared to the original text, introduces extra information and recommendations not present in the source, and omits specific feedback and suggestions that the original text provides. This significantly reduces the summary's fidelity and usefulness.",0.46,"The score is 0.46 because while the actual output aligns with many factual details from the context, it omits several key points and recommendations, leading to partial coverage and some factual gaps, but does not introduce significant false information."
52,5,0,20,50,2390,0.5,"The score is 0.50 because the summary introduces several pieces of extra information not present in the original text, such as specific barriers for people with disabilities, disproportionate impacts on marginalized groups, and explicit recommendations. Additionally, the summary omits some feedback details found in the original text, such as requests for reminders before activities and more masks for families. These issues reduce the summary's fidelity to the source.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the contexts, indicating that the output is fully grounded in the provided evidence with no hallucinations."
53,7,0,20,50,2699,0.0,"The score is 0.00 because the summary introduces substantial extra information not present in the original text and omits key details that the original text can answer, resulting in a highly inaccurate and unfaithful representation.",0.08,"The score is 0.08 because the actual output is highly aligned with the context, with numerous factual alignments and only a few minor omissions (contradictions) where specific claims were not addressed or clarified, resulting in a low hallucination score."
54,9,0,20,50,3209,0.4,"The score is 0.40 because the summary introduces several pieces of extra information not present in the original text, such as specific details about wheelchair accessibility and low-income households, and omits key feedback points that the original text addresses, like requests for reminders, more masks, and comments on volunteer availability. This reduces the summary's accuracy and completeness.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the context, indicating that the output is fully grounded in the provided evidence with no hallucinations."
55,11,0,20,50,3022,0.25,"The score is 0.25 because the summary introduces several pieces of extra information and recommendations not present in the original text, and omits specific feedback and details that the original text provides. This reduces the summary's fidelity and completeness.",0.0,"The score is 0.00 because all factual statements in the actual output align with the context and there are no contradictions, indicating no hallucinated content."
56,13,0,20,50,2912,0.1,"The score is 0.10 because the summary introduces significant extra information not present in the original text, such as specific references to low-income households, communities of color, marginalized groups, and feedback forms, which were not mentioned. Additionally, the summary omits details that the original text can answer, such as feedback about long queues, requests for more masks, and comments on busy volunteers. These issues greatly reduce the summary's fidelity to the original text.",0.0,"The score is 0.00 because all statements in the actual output align with the context and there are no contradictions, indicating no hallucinated information."
57,15,0,20,50,2652,0.6666666666666666,"The score is 0.67 because the summary introduces several recommendations and specific vulnerable groups not mentioned in the original text, and omits some feedback present in the original, such as the desire for reminders before activities. However, there are no direct contradictions, and the summary generally aligns with the main points of the original text.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
58,17,0,20,50,2631,0.3333333333333333,"The score is 0.33 because the summary introduces significant extra information not present in the original text, such as AI recommendations and references to historically disadvantaged communities, and omits answers to questions that the original text addresses, like feedback on mask distribution and communication channels. This reduces the summary's fidelity to the source.",0.62,"The score is 0.62 because while the actual output aligns with many key facts from the context, it omits numerous specific details and suggestions present in the context, leading to partial coverage and moderate hallucination."
59,19,0,20,50,1976,,ERROR: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,"The score is 0.00 because all actual output statements are factually aligned with the context and there are no contradictions, indicating no hallucinations."
60,1,1,0,50,2327,0.4,"The score is 0.40 because the summary introduces several pieces of extra information not present in the original text, such as specific references to marginalized groups, health disparities, and the number of feedback forms. Additionally, the summary omits feedback details that the original text provides, such as suggestions for reminders, mask distribution, and communication channels. This reduces the summary's accuracy and completeness.",0.48,"The score is 0.48 because while there are many factual alignments between the actual output and the context, there are also a significant number of omissions where the output fails to mention several key details and suggestions present in the context, leading to partial coverage and moderate risk of hallucination."
61,3,1,0,50,2423,0.16666666666666666,"The score is 0.17 because the summary introduces substantial extra information not present in the original text, such as specific impacts on vulnerable populations and detailed analyses, while omitting several details that the original text covers, including feedback about reminders, communication channels, and volunteer availability. This significantly reduces the summary's fidelity to the source.",0.0,"The score is 0.00 because all statements in the actual output are fully supported by the context, with no contradictions or unsupported claims."
62,5,1,0,50,1984,0.2857142857142857,"The score is 0.29 because the summary introduces several pieces of extra information not present in the original text, such as specific numbers of feedback forms and claims about disproportionate impacts on certain groups. Additionally, the summary omits details that the original text covers, such as feedback about masks and communication channels, reducing its accuracy and completeness.",0.6,"The score is 0.60 because while there are several strong factual alignments between the actual output and the context, there are also numerous contradictions where key contextual details are omitted or not referenced, indicating partial but incomplete factual consistency."
63,7,1,0,50,2150,0.2,"The score is 0.20 because the summary introduces substantial extra information not present in the original text, such as specific references to vulnerable populations, health disparities, and feedback forms. Additionally, the summary omits key details that the original text provides, such as feedback about reminders, communication channels, and volunteer availability, resulting in a low summarization quality.",0.36,"The score is 0.36 because while the actual output aligns with most factual details in the context, there are several omissions of specific information (e.g., reminders, activity timing, signage, testing locations) that represent minor contradictions, but no major fabrications or false claims."
64,9,1,0,50,2392,0.5,"The score is 0.50 because the summary introduces several pieces of extra information not present in the original text and misrepresents some details, such as the challenges faced by specific groups and the number of feedback forms analyzed. Additionally, the summary omits feedback about mask distribution and communication channels, which are present in the original text.",0.18,"The score is 0.18 because the actual output aligns with most factual details from the context, with only minor omissions and no significant contradictions or fabricated information."
65,11,1,0,50,2252,0.125,"The score is 0.12 because the summary introduces substantial extra information not present in the original text, such as specific demographic groups affected, references to IDs, and quantification of feedback, while omitting several details that the original text can answer, such as suggestions for reminders, communication channels, and volunteer availability. This significantly reduces the summary's fidelity to the source.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
66,13,1,0,50,2484,0.1,"The score is 0.10 because the summary introduces substantial extra information not present in the original text, such as specific numbers, demographics, and detailed impacts on vulnerable groups, while omitting several key points that the original text addresses. This results in a summary that is largely inaccurate and incomplete compared to the source.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the contexts, indicating no hallucination."
67,15,1,0,50,1849,0.0,"The score is 0.00 because the summary introduces substantial extra information not present in the original text and omits key details that the original text can answer, resulting in a summary that does not accurately reflect the source material.",0.08,"The score is 0.08 because the actual output closely aligns with the provided contexts on most points, with only minor omissions regarding hygiene and prevention measures, indicating very low hallucination."
68,17,1,0,50,2276,0.0,"The score is 0.00 because the summary introduces substantial extra information not present in the original text and omits key details that the original text can answer, resulting in a highly inaccurate and unfaithful summarization.",0.54,"The score is 0.54 because while the actual output aligns with many factual details from the context, it omits several key points and suggestions present in the context, resulting in partial coverage and moderate risk of hallucination."
69,19,1,0,50,2352,0.4,"The score is 0.40 because the summary introduces significant contradictions, such as incorrectly stating vaccine eligibility criteria, and adds extra details not present in the original text, like the number of feedback forms and specific impacts on vulnerable groups. Additionally, the summary omits several points that the original text addresses, such as feedback about reminders, long queues, and mask distribution, resulting in a low-quality summarization.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims, indicating no hallucination."
70,1,1,1,50,1378,0.0,"The score is 0.00 because the summary introduces several unsupported claims, such as barriers for people with disabilities, systemic inequalities, and disproportionate effects on marginalized communities, none of which are mentioned in the original text. Additionally, it includes extra information about the number of feedback forms that is not present in the original text, and omits answers to specific feedback-related questions that the original text addresses.",0.56,"The score is 0.56 because while the actual output aligns with many key factual details from the context, it omits a significant number of specific points (such as activity timing, mask distribution, and communication channels) that are present in the context, indicating partial but not complete factual alignment."
71,3,1,1,50,1709,0.4,"The score is 0.40 because the summary introduces significant extra information not present in the original text, such as impacts on specific vulnerable groups, misinformation, and issues related to marginalized communities. Additionally, the summary omits several details that the original text covers, such as specific feedback about reminders, masks, and communication channels. There are no direct contradictions, but the presence of substantial extra content and missing original details justifies the low score.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the context, indicating no hallucinations."
72,5,1,1,50,2245,0.2,"The score is 0.20 because the summary introduces substantial extra information not present in the original text, such as details about feedback forms, specific vulnerable populations, and coded references, while omitting several points that the original text addresses. This results in a summary that is largely inaccurate and incomplete compared to the source.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the context, indicating no hallucinated information."
73,7,1,1,50,2065,0.0,"The score is 0.00 because the summary introduces substantial extra information not present in the original text and omits key details that the original text provides, resulting in a summary that does not accurately reflect the original content.",0.2,"The score is 0.20 because the actual output is mostly aligned with the contexts, accurately reflecting issues such as limited information, inequitable distribution, and insufficient support. However, there are some omissions where specific details from the context (e.g., eligibility criteria, timing issues, and the need for masks or hygiene supplies) are not mentioned in the output, resulting in a small degree of hallucination."
74,9,1,1,50,2220,0.0,"The score is 0.00 because the summary introduces substantial extra information not present in the original text, such as specific numbers of feedback forms, detailed impacts on marginalized groups, and additional analysis. Furthermore, the summary omits answers to several questions that the original text addresses, indicating a significant loss of relevant content and accuracy.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the context, indicating the output is fully supported by the provided evidence and contains no hallucinations."
