index,iteration,prompt_index,synthetic_count,n_feedback,output_len,summarization_score,summarization_reason,hallucination_score,hallucination_reason
31,16,1,0,50,3074,0.3333333333333333,"The score is 0.33 because the summary introduces several pieces of extra information not present in the original text, such as specific feedback form references, details about social connections at health centers, and explicit descriptions of the process as 'difficult and uncomfortable.' Additionally, the summary omits at least one answerable point from the original text regarding feedback about mask distribution. These issues significantly reduce the summary's fidelity to the source.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context and there are no contradictions, indicating no hallucinations."
32,17,0,0,50,3984,0.0,"The score is 0.00 because the summary introduces numerous details not present in the original text and contradicts the original by mentioning issues and recommendations that were never discussed. Additionally, the summary fails to address specific feedback that the original text can answer, indicating a complete mismatch.",0.0,The score is 0.00 because all factual alignments show the actual output is fully supported by the context with no contradictions or unsupported claims.
33,17,1,0,50,2795,0.23529411764705882,"The score is 0.24 because the summary introduces several claims and details not present in the original text, such as issues with communication, equitable access, and specific feedback forms, while also overstating or misrepresenting the problems described. Additionally, the summary omits some feedback present in the original text, leading to a low alignment between the summary and the source.",0.08,"The score is 0.08 because the actual output closely aligns with the context in nearly all factual points, with only minor omissions regarding the requirement for official documents and specific eligibility criteria for hygiene kits. These omissions are limited and do not significantly detract from overall factual accuracy."
34,18,0,0,50,2714,0.5,"The score is 0.50 because the summary introduces several pieces of extra information not present in the original text, such as the number of recommendations, specific impacts on vulnerable groups, and details about feedback forms. Additionally, the summary omits information that would answer certain questions addressed in the original text, such as whether feedback suggested that reminders before activities would be appreciated. These issues reduce the accuracy and completeness of the summary.",0.08,"The score is 0.08 because the actual output is highly aligned with the context, with numerous factual agreements and only a few minor omissions (e.g., not mentioning handwashing stations, specific eligibility criteria, or vaccine access details). These omissions slightly increase the score but do not indicate major hallucinations."
35,18,1,0,50,2216,0.5,"The score is 0.50 because, while the summary does not contradict the original text, it introduces significant extra information such as the number of feedback forms and feedback form IDs that are not present in the original text. This reduces the accuracy and faithfulness of the summary.",0.02,"The score is 0.02 because there is only one minor contradiction and numerous factual alignments between the actual output and the context, indicating very low hallucination."
36,19,0,0,50,4482,0.5882352941176471,"The score is 0.59 because the summary introduces several pieces of extra information not present in the original text, such as specific references to social connections, feedback forms, and the impact on certain groups, which cannot be fully verified. Additionally, the summary omits details that the original text can answer, such as feedback about reminders and masks. However, there are no direct contradictions, so the summary partially reflects the original content but lacks accuracy and completeness.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the context, indicating no hallucination."
37,19,1,0,50,2945,0.45454545454545453,"The score is 0.45 because the summary introduces several pieces of extra information not present in the original text, such as claims about structural favoritism, the number of feedback forms, and specific concerns for marginalized groups. Additionally, the summary omits details that the original text covers, such as feedback about reminders before activities. These issues significantly reduce the accuracy and completeness of the summary.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the context, indicating no hallucinations."
38,20,0,0,50,3337,0.4,"The score is 0.40 because the summary introduces several pieces of extra information not present in the original text, such as specific recommendations, details about underserved groups, and the number of feedback forms. Additionally, the summary omits feedback details that the original text provides, resulting in a significant loss of relevant content.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context and there are no contradictions, indicating no hallucination."
39,20,1,0,50,4183,0.7575757575757576,"The score is 0.76 because while the summary does not contradict the original text, it introduces several pieces of extra information not present in the original, such as specific references to individuals with limited mobility, older adults, and other vulnerable groups, as well as details about barriers and risks not mentioned in the source. Additionally, the summary omits some answerable details from the original, such as feedback about reminders before activities. Overall, the summary is generally accurate but includes unnecessary elaborations and misses some specifics.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
40,1,0,1,50,3737,0.3125,"The score is 0.31 because the summary introduces substantial extra information, such as specific feedback form references and claims of documented concern, that are not present in the original text. Additionally, the summary omits feedback about reminders before activities and requests for more masks, which the original text addresses. These issues significantly reduce the summary's accuracy and completeness.",0.14,"The score is 0.14 because the actual output aligns with most factual details in the context, but omits several specific points such as water supply at handwashing stations, information about testing and vaccination, poster visibility, and certain eligibility criteria, resulting in minor hallucination."
41,1,1,1,50,2911,0.6,"The score is 0.60 because the summary introduces several pieces of extra information not present in the original text, such as specific groups affected and details about feedback forms, and omits answers to some questions that the original text addresses. However, there are no direct contradictions, which helps maintain some accuracy.",0.06,"The score is 0.06 because the actual output is highly aligned with the context, with only minor omissions (such as not mentioning eligibility for hygiene kits, vaccination schedules, and a specific belief about awareness meetings), and no evidence of fabricated or hallucinated information."
42,2,0,1,50,2929,0.11764705882352941,"The score is 0.12 because the summary introduces substantial extra information not present in the original text, such as specific recommendations, attributions to feedback forms, and generalized statements about underserved areas and communication efforts. Additionally, the summary omits details that the original text can answer, such as feedback about reminders and masks. These issues significantly reduce the summary's fidelity to the source.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims, indicating no hallucination."
43,2,1,1,50,2871,0.9333333333333333,"The score is 0.93 because the summary closely matches the original text, with only minor extra information about feedback form counts and IDs that were not present in the original. Overall, the summary is highly accurate and faithful to the source.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
44,3,0,1,50,4658,0.5384615384615384,"The score is 0.54 because the summary introduces several pieces of extra information not present in the original text, such as the number of recommendations, specific barriers for certain groups, and details about feedback forms. Additionally, the summary omits answers to questions that the original text addresses, such as feedback about mask distribution and communication channels. However, there are no direct contradictions, which prevents the score from being lower.",0.16,"The score is 0.16 because the actual output closely aligns with most factual details in the context, with only minor omissions and no significant contradictions or fabricated information."
45,3,1,1,50,2172,0.6,"The score is 0.60 because the summary introduces several pieces of extra information not present in the original text, such as specific impacts on elderly individuals, details about neighborhood disparities, explicit concerns about favoritism, and references to feedback form IDs and snippets. Additionally, the summary omits answers to some questions that the original text could address, such as feedback about mask distribution and communication channels. These issues reduce the summary's fidelity to the original content.",0.0,"The score is 0.00 because all factual alignments indicate that the actual output consistently matches the context with no contradictions, demonstrating no evidence of hallucination."
46,4,0,1,50,3542,0.6875,"The score is 0.69 because the summary introduces several pieces of extra information not present in the original text, such as specific impacts on certain groups and details about communication failures, which reduces its accuracy. However, there are no direct contradictions, and the summary still covers much of the original content.",0.02,"The score is 0.02 because there is strong factual alignment between the actual output and the context, with only a minor contradiction due to a typographical error, not a substantive hallucination."
47,4,1,1,50,2028,0.6,"The score is 0.60 because the summary introduces unsupported claims about documentation requirements and the number of feedback forms, which are not present in the original text. Additionally, the summary omits feedback details that the original text provides, such as suggestions for reminders and clearer registration information. These issues reduce the summary's accuracy and completeness.",0.02,"The score is 0.02 because the actual output overwhelmingly aligns with the context, with only a minor omission regarding the explicit mention of trust improvement, indicating minimal hallucination."
48,5,0,1,50,2793,0.3333333333333333,"The score is 0.33 because the summary introduces substantial extra information not present in the original text, such as specific feedback form numbers and detailed attributions, and omits answers to some questions that the original text can address, reducing its overall accuracy and completeness.",0.0,"The score is 0.00 because all factual alignments show the actual output consistently matches the context, and there are no contradictions, indicating no hallucination."
49,5,1,1,50,3156,0.5,"The score is 0.50 because the summary introduces several pieces of extra information not present in the original text, such as details about household participation, personal connections, and the number of feedback forms, while also omitting specific feedback about mask distribution. This reduces the summary's accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, with no contradictions or unsupported claims present."
50,6,0,1,50,2989,,ERROR: Evaluation LLM outputted an invalid JSON. Please use a better evaluation model.,0.0,"The score is 0.00 because all factual statements in the actual output align with the context, and there are no contradictions or unsupported claims."
51,6,1,1,50,2512,0.8,"The score is 0.80 because the summary generally captures the main points of the original text, but it overstates some issues by presenting perceptions as confirmed facts and introduces extra details (like the number 38) not found in the original. Additionally, the summary omits some specific feedback present in the original text.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims, indicating no hallucination."
52,7,0,1,50,2495,0.5625,"The score is 0.56 because the summary introduces several pieces of extra information and implications not present in the original text, such as specific impacts on underserved groups and explicit statements about equitable access, while omitting some details like feedback about mask distribution. However, there are no direct contradictions, so the summary partially reflects the original content but lacks precision and completeness.",0.14,"The score is 0.14 because the actual output aligns with the majority of factual details from the context, with only a few omissions (contradictions) where specific concerns or requirements were not addressed, indicating low but present hallucination."
53,7,1,1,50,2801,0.6923076923076923,"The score is 0.69 because the summary introduces unsupported specifics about which groups left the queue, feelings of exclusion, and the origins of requests for hygiene supplies, as well as extra details about feedback forms not present in the original text. These issues reduce the summary's accuracy and faithfulness.",0.0,"The score is 0.00 because all details in the actual output are fully aligned with the context, with no contradictions or unsupported information present."
54,8,0,1,50,3405,0.4,"The score is 0.40 because the summary introduces substantial extra information not present in the original text, such as specific details about which groups are affected, the frequency and impact of communication failures, and health risks, while omitting feedback details that the original text provides. This reduces the summary's accuracy and completeness.",0.18,"The score is 0.18 because the actual output closely aligns with most context points, with many factual alignments and only a few omissions of specific details, resulting in a low but nonzero hallucination score."
55,8,1,1,50,3275,0.5263157894736842,"The score is 0.53 because the summary introduces several pieces of extra information and implications not present in the original text, such as explicit statements about which groups are overlooked or disproportionately affected, and details about disparities and exclusion. Additionally, the summary omits specific feedback about the need for more masks, which the original text addresses. These issues reduce the summary's accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, and there are no contradictions or unsupported claims."
56,9,0,1,50,3322,0.2857142857142857,"The score is 0.29 because the summary introduces numerous pieces of extra information, such as specific feedback form codes and the number of forms, which are not present in the original text. Additionally, the summary omits some feedback details that the original text contains, resulting in a low summarization quality.",0.22,"The score is 0.22 because while the actual output closely aligns with most context points (as shown by numerous factual alignments), it omits several key details present in the context (such as mask distribution, eligibility criteria, and hygiene supplies), resulting in minor but notable omissions rather than outright hallucinations."
57,9,1,1,50,2829,0.35714285714285715,"The score is 0.36 because the summary introduces several pieces of extra information and specific attributions (such as feedback from particular groups or the impact on certain households) that are not present in the original text. Additionally, the summary omits some details that the original text covers, such as suggestions about sharing announcements through multiple channels. These issues significantly reduce the accuracy and completeness of the summary.",0.0,"The score is 0.00 because all statements in the actual output align with the context and there are no contradictions, indicating no hallucinated information."
58,10,0,1,50,2212,0.5,"The score is 0.50 because the summary introduces unsupported claims about geographic disparities and evidence-based recommendations, and omits key feedback details present in the original text. These issues significantly reduce the summary's accuracy and completeness.",0.0,"The score is 0.00 because there are numerous factual alignments between the actual output and the context, with no contradictions, indicating that the output is fully grounded in the provided evidence and contains no hallucinations."
59,10,1,1,50,2147,0.25,"The score is 0.25 because the summary introduces several pieces of extra information not present in the original text, such as specific attributions to feedback forms, claims about geographic disparities in support, and details about staff shortages. Additionally, the summary omits answers to some questions that the original text could address, such as suggestions for more masks, clearer information, and improved communication channels. There are no direct contradictions, but the significant amount of added and omitted information reduces the summary's accuracy.",0.0,"The score is 0.00 because all factual statements in the actual output align with the context and there are no contradictions, indicating no hallucinated information."
60,11,0,1,50,2902,0.38461538461538464,"The score is 0.38 because the summary introduces several pieces of extra information not present in the original text, such as specific numbers of recommendations, details about remote areas, and targeted outreach. Additionally, the summary omits answers to some questions that the original text addresses, such as feedback about mask distribution and queue length. However, there are no direct contradictions, which prevents the score from being lower.",0.36,"The score is 0.36 because while the actual output aligns with many contextual facts and recommendations, there are several notable omissions where it fails to address specific eligibility criteria, logistical details, and additional recommendations present in the context, indicating moderate factual incompleteness but limited fabrication."
61,11,1,1,50,2643,0.75,"The score is 0.75 because the summary introduces extra information not present in the original text, such as specific numbers of feedback forms and explicit statements about underserved groups, and omits details like feedback about masks, but does not contradict the original text.",0.26,"The score is 0.26 because the actual output aligns with most factual details from the context, but it omits several specific facts (e.g., eligibility criteria, registration requirements, hygiene kit distribution, and signage), resulting in minor hallucinations due to missing but relevant information."
62,12,0,1,50,3074,0.6,"The score is 0.60 because the summary introduces several details not present in the original text, such as specific demographic groups and the number of feedback forms, and omits some actionable feedback found in the original, like requests for reminders and more masks. However, it does not contradict the original text, so the summary retains some alignment with the source.",0.34,"The score is 0.34 because while the actual output aligns with many factual details from the context, it omits several key points such as specific eligibility rules, timing issues, and certain logistical details, leading to partial coverage and some factual gaps, but with no major fabrications."
63,12,1,1,50,2487,0.8,"The score is 0.80 because the summary includes some extra details not found in the original text, such as the number of feedback forms and specific IDs, and it omits the answer to a question about feedback on mask distribution. However, there are no direct contradictions, and the summary is otherwise accurate.",0.12,"The score is 0.12 because the actual output aligns with the vast majority of factual details from the context, with only a few minor omissions (such as not mentioning distribution timing, poster visibility, and reminders), resulting in a low but non-zero hallucination score."
64,13,0,1,50,3357,0.1875,"The score is 0.19 because the summary introduces significant extra information not present in the original text, such as specific concerns about vaccine access, explicit risks to remote households, and references to feedback form IDs. Additionally, the summary omits details that the original text covers, such as feedback about the need for more masks. These issues substantially reduce the summary's fidelity to the source material.",0.22,"The score is 0.22 because the actual output closely aligns with the majority of context points, with only a few omissions (e.g., mask distribution, documentation requirements, limited testing, favoritism in vaccine distribution, and handwashing station issues) and no evidence of fabricated or unsupported information."
65,13,1,1,50,3042,0.6666666666666666,"The score is 0.67 because the summary introduces several pieces of extra information and specific group impacts not present in the original text, and omits at least one answerable detail about feedback on registration requirements. However, there are no direct contradictions, so the summary is somewhat accurate but lacks precision and introduces unsupported specifics.",0.0,"The score is 0.00 because all statements in the actual output align with the context and there are no contradictions, indicating no hallucinated information."
66,14,0,1,50,3086,0.6,"The score is 0.60 because the summary introduces several pieces of extra information and specific claims about disproportionate effects and prevalence in underserved neighborhoods that are not explicitly stated in the original text. Additionally, the summary omits details that the original text can answer, such as specific feedback about long queues and suggestions for improving information sharing. These issues reduce the accuracy and completeness of the summary.",0.0,"The score is 0.00 because all statements in the actual output align with the context and there are no contradictions, indicating no hallucinated or unsupported information."
67,14,1,1,50,2689,0.8,"The score is 0.80 because while the summary accurately reflects most of the original text, it introduces extra details not present in the source, such as specific challenges for families and those with limited mobility, and the number of feedback forms considered. Additionally, the summary omits the point about suggestions to share announcements through multiple channels, which the original text addresses. Overall, the summary is mostly faithful but includes some unsubstantiated additions and minor omissions.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the contexts, indicating no hallucination."
68,15,0,1,50,3399,0.6,"The score is 0.60 because the summary introduces extra information not present in the original text, such as the number 44 and the number of feedback forms, and omits details about specific feedback regarding reminders and masks, which the original text addresses.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the contexts, indicating that the output is fully grounded in the provided evidence without any hallucinations."
69,15,1,1,50,3169,0.38461538461538464,"The score is 0.38 because the summary introduces several pieces of extra information not present in the original text, such as specifying particular groups affected and details about feedback forms, which are not supported by the source. Additionally, the summary omits some details that the original text covers, such as feedback about the need for more masks. However, there are no direct contradictions, so the summary is partially accurate but lacks fidelity to the original content.",0.0,"The score is 0.00 because all details in the actual output align with the context, with no contradictions or unsupported information present."
70,16,0,1,50,3139,0.2777777777777778,"The score is 0.28 because the summary introduces substantial extra information not present in the original text and omits at least one answerable question, indicating poor alignment and coverage.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the contexts, indicating that the output is fully grounded in the provided evidence."
71,16,1,1,50,2205,0.5,"The score is 0.50 because the summary introduces extra information not present in the original text and omits answers to some questions that the original text addresses, such as suggestions for improving information dissemination and clarifying registration requirements.",0.0,"The score is 0.00 because all statements in the actual output align with the context and there are no contradictions, indicating no hallucinations."
72,17,0,1,50,4468,0.6,"The score is 0.60 because the summary introduces several pieces of extra information not present in the original text, such as specific references to limited literacy, language barriers, and particular vulnerable groups, as well as recommendations for accessible formats and transparency. Additionally, the summary omits some details that the original text covers, such as feedback about reminders and the need for more masks. However, there are no direct contradictions, which helps maintain a moderate score.",0.0,"The score is 0.00 because all actual output statements are factually aligned with the context and there are no contradictions, indicating no hallucinations."
