index,iteration,prompt_index,synthetic_count,n_feedback,output_len,summarization_score,summarization_reason,hallucination_score,hallucination_reason
10,6,0,0,50,1625,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as specific feedback about long queues, the need for more masks, and the busyness of volunteers, which limits the summary's completeness and usefulness.",0.7,"The score is 0.70 because while the actual output aligns with several key context points, it omits many specific details and issues highlighted in the context, resulting in frequent factual gaps and partial coverage."
11,6,1,0,50,739,0.5,"The score is 0.50 because the summary overstates issues by claiming shortages and most common problems not directly supported by the original text, and introduces extra information about lack of access to support. Additionally, the summary omits specific feedback present in the original text, such as requests for more masks and comments about busy volunteers.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims."
12,7,0,0,50,955,0.25,"The score is 0.25 because the summary contains significant contradictions with the original text, introduces extra information not present in the source, and omits several details that the original text can answer, resulting in a low-quality summarization.",0.14,"The score is 0.14 because the actual output mostly aligns with the context, with only a few omissions (e.g., handwashing stations, testing information, poster visibility, instruction speed, documentation requirements, and vaccination schedules) and no evidence of fabricated or contradictory information."
13,7,1,0,50,509,0.5,"The score is 0.50 because the summary introduces extra information not present in the original text, such as specifying the 'most common issues' and a lack of clear information about vaccination schedules, while omitting details the original text can answer, like feedback about reminders and volunteer availability. This reduces the summary's accuracy and completeness.",0.5,"The score is 0.50 because while there are many factual alignments between the actual output and the context, there are also a significant number of contradictions where relevant context details are omitted or not referenced, indicating partial but not complete factual consistency."
14,8,0,0,50,1653,0.6,"The score is 0.60 because, while the summary does not introduce contradictions or extra information, it omits important feedback present in the original text, such as suggestions for reminders before activities and comments about volunteers being very busy, which reduces its completeness.",0.26,"The score is 0.26 because the actual output mostly aligns with the context, addressing nearly all key points and recommendations, but it omits or fails to address several specific concerns and claims present in the context, resulting in a moderate level of factual omission rather than outright hallucination."
15,8,1,0,50,374,0.4,"The score is 0.40 because the summary introduces extra information not present in the original text and omits several specific feedback points that the original text addresses, such as requests for reminders, more masks, and comments on volunteer availability. This reduces the summary's accuracy and completeness.",0.62,"The score is 0.62 because while the actual output aligns with many key factual details from the context, it omits numerous relevant points and suggestions present in the context, indicating partial coverage and some factual incompleteness rather than outright hallucination."
16,9,0,0,50,1381,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as specific feedback about long queues, the need for more masks, and the busyness of volunteers, which limits the summary's completeness and usefulness.",0.34,"The score is 0.34 because while the actual output aligns with many factual details from the context, it omits several key concerns such as perceptions of inequity, crowding, long queues, and specific eligibility requirements, leading to partial but not full factual alignment."
17,9,1,0,50,854,0.6,"The score is 0.60 because the summary omits key feedback present in the original text, such as the desire for reminders before activities and the suggestion that more masks would help families follow prevention measures. This reduces the summary's completeness and accuracy.",0.34,"The score is 0.34 because the actual output aligns with most factual details in the context, but omits several specific points such as timing of distributions, reminders, eligibility criteria, and information about vaccination schedules, leading to some factual gaps but few outright hallucinations."
18,10,0,0,50,1613,0.6,"The score is 0.60 because the summary introduces extra details not present in the original text, such as organizing separate times for neighborhoods and a multi-channel communication strategy, and omits specific feedback about long queues and busy volunteers. However, there are no direct contradictions, so the summary is partially accurate but lacks completeness and introduces some unsupported information.",0.42,"The score is 0.42 because while the actual output aligns with many key points in the context, it omits several important factual details such as document requirements, long queues, disparities in support, and specific eligibility restrictions, leading to partial coverage and some factual gaps but no major fabrications."
19,10,1,0,50,675,0.16666666666666666,"The score is 0.17 because the summary introduces several pieces of extra information not present in the original text, such as overstating the community's main concerns and generalizing issues like healthcare access and resource shortages. Additionally, the summary omits specific feedback found in the original text, such as requests for reminders before activities and comments about volunteers being too busy, which further reduces its accuracy.",0.44,"The score is 0.44 because while the actual output aligns with many key facts from the context, there are several omissions where it fails to mention specific details present in the context, leading to partial but not complete factual alignment."
20,11,0,0,50,1263,0.4,"The score is 0.40 because the summary includes extra information not present in the original text, such as explicitly stating that certain actions would reduce COVID-19 transmission, and omits several details that the original text can answer, like specific feedback about reminders, queue length, and volunteer availability.",0.0,"The score is 0.00 because there are no contradictions and all factual alignments show that the actual output either agrees with or does not contradict the context, indicating no hallucinations."
21,11,1,0,50,1077,0.8,"The score is 0.80 because the summary omits the detail about feedback regarding the need for more masks to help families follow prevention measures, which is present in the original text. Otherwise, the summary aligns well with the original content.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the provided contexts, and there are no contradictions or unsupported claims."
22,12,0,0,50,1053,0.4,"The score is 0.40 because, while the summary does not introduce contradictions or extra information, it omits several key details present in the original text, such as specific feedback about the need for more masks, the busyness of volunteers, and the desire for clearer registration information. This limits the summary's completeness and usefulness.",0.22,"The score is 0.22 because the actual output aligns with the majority of factual contexts, addressing most key issues, but omits several specific details such as hygiene supplies, documentation requirements, and eligibility criteria, resulting in minor hallucinations."
23,12,1,0,50,170,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, the need for more masks, and comments on volunteers being busy, which limits the summary's completeness and usefulness.",0.0,"The score is 0.00 because all statements in the actual output either align with the context or do not contradict it, and there are no contradictions or unsupported claims, indicating no hallucination."
24,13,0,0,50,332,0.2,"The score is 0.20 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long registration queues, the need for more masks, and volunteers being too busy to answer questions. This significantly reduces the summary's completeness and usefulness.",0.78,"The score is 0.78 because while there are several factual alignments between the actual output and the context, there are significantly more contradictions where key contextual details are omitted or not addressed, indicating a high level of missing or unaligned information."
25,13,1,0,50,1042,0.8,"The score is 0.80 because the summary omits the detail about feedback regarding the need for more masks to help families follow prevention measures, which reduces its completeness. However, there are no contradictions or extraneous information, indicating the summary is otherwise accurate and focused.",0.0,"The score is 0.00 because all factual points in the actual output align with the provided contexts, and there are no contradictions, indicating no hallucinated information."
26,14,0,0,50,1611,0.8,"The score is 0.80 because the summary accurately reflects the original text without introducing contradictions or extra information, but it omits some specific feedback about volunteers being very busy and having little time for questions.",0.16,"The score is 0.16 because the actual output aligns with most factual details in the context, but a few specific points (such as poster visibility, water shortages at handwashing stations, and eligibility requirements) are omitted, indicating minor hallucination."
27,14,1,0,50,408,0.0,"The score is 0.00 because the summary fails to capture key feedback points present in the original text, omits important details, and does not answer several questions that the original text addresses.",0.0,"The score is 0.00 because there are no contradictions and all factual alignments indicate that the actual output is consistent with the provided contexts, with no evidence of hallucination."
28,15,0,0,50,816,0.4,"The score is 0.40 because the summary introduces extra details such as a 'filtered dataset', 'evidence-based recommendations', and a specific 'sector' that are not present in the original text. Additionally, the summary omits key feedback from the original text, such as suggestions for reminders before activities, comments about long registration queues, and observations about busy volunteers, reducing its overall accuracy and completeness.",0.0,"The score is 0.00 because all factual alignments show the actual output is fully supported by the context, with no contradictions or unsupported claims."
29,15,1,0,50,793,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, the need for more masks, and comments on volunteers being busy, which limits the summary's completeness and usefulness.",0.0,"The score is 0.00 because all statements in the actual output align with the context and there are no contradictions, indicating no hallucinated information."
30,16,0,0,50,1493,0.6,"The score is 0.60 because the summary omits key feedback details present in the original text, such as the desire for reminders before activities and the suggestion that more masks would help families follow prevention measures. This reduces the summary's completeness and accuracy.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context and there are no contradictions, indicating no hallucination."
31,16,1,0,50,737,0.4,"The score is 0.40 because the summary introduces contradictions by exaggerating the community's sense of being overwhelmed and frustrated, which is not present in the original text. Additionally, the summary omits specific feedback found in the original, such as requests for reminders, more masks, and comments about volunteers being busy, reducing the summary's accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
32,17,0,0,50,1525,0.0,"The score is 0.00 because the summary introduces substantial extra information not present in the original text and omits key feedback details that the original text provides, such as comments about long queues and busy volunteers. This results in a summary that does not accurately reflect the content or focus of the original text.",0.52,"The score is 0.52 because while the actual output aligns with many context points, there are numerous omissions where it fails to address specific issues and recommendations present in the context, indicating moderate factual incompleteness but no major fabrications."
33,17,1,0,50,1597,0.6363636363636364,"The score is 0.64 because the summary introduces several contradictions, such as claiming activities started late and that only those living near the main road or knowing someone at the health center are considered for support, which are not supported by the original text. Additionally, the summary omits specific feedback about the need for more masks, which the original text provides. These issues reduce the accuracy and completeness of the summary.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
34,18,0,0,50,1311,0.0,"The score is 0.00 because the summary introduces multiple pieces of extra information not present in the original text, omits key feedback details, and contradicts the original text on several points, such as the effects of equal distribution and the benefits of clear explanations. The summary fails to accurately represent the original content.",0.44,"The score is 0.44 because while the actual output aligns with many key points from the context, there are several notable omissions and unaddressed issues, leading to moderate factual incompleteness but no major fabrications."
35,18,1,0,50,1084,0.0,"The score is 0.00 because the summary introduces multiple pieces of extra information not present in the original text, such as listing issues as the most common community concerns when the original only mentions them as individual observations. Additionally, the summary omits details that the original text can answer, such as feedback about reminders before activities. This results in a summary that is not faithful to the original content.",0.4,"The score is 0.40 because the actual output aligns with many factual details from the context, but it omits several key points and suggestions present in the context, leading to partial coverage and some missing information, but no clear fabrication."
36,19,0,0,50,1078,0.2,"The score is 0.20 because the summary introduces extra information not present in the original text, such as the number of recommendations and the mention of a filtered dataset, and it omits several specific feedback points that the original text addresses, resulting in a low-quality summarization.",0.12,"The score is 0.12 because the actual output closely aligns with the context in most areas, with only minor omissions such as not mentioning handwashing stations, poster visibility, vaccine distribution, or mask provision. These omissions are limited, resulting in a low hallucination score."
37,19,1,0,50,1424,0.0,"The score is 0.00 because the summary introduces numerous points as 'most common issues' that are not stated as such in the original text, and it omits specific feedback present in the original, such as requests for reminders and more masks. This results in a summary that is both inaccurate and incomplete.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims, indicating no hallucination."
38,20,0,0,50,1202,0.4,"The score is 0.40 because the summary introduces suggestions and details not present in the original text, such as claims about organization improvements and proximity to the main road affecting support. Additionally, the summary omits several specific feedback points from the original text, including requests for reminders, comments on long queues, and observations about busy volunteers, resulting in a significant loss of important information.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
39,20,1,0,50,665,0.4,"The score is 0.40 because the summary introduces extra synthesis by labeling certain issues as the 'most common,' which is not directly stated in the original text. Additionally, the summary omits specific feedback present in the original, such as requests for reminders, more masks, and comments about volunteers being busy, reducing its completeness and accuracy.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context and there are no contradictions, indicating no hallucination."
40,1,0,1,50,652,0.2,"The score is 0.20 because the summary introduces extra information not present in the original text and omits several specific feedback points that the original text addresses, such as requests for reminders, concerns about long queues, the need for more masks, and the busyness of volunteers. This results in a summary that is less faithful and less comprehensive compared to the original.",0.7,"The score is 0.70 because, although there are several factual alignments between the actual output and the context, there are also numerous contradictions where key context points are omitted or not addressed, indicating a significant level of incompleteness and partial hallucination."
41,1,1,1,50,728,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, the need for more masks, and comments on volunteers being busy, which limits the summary's completeness and usefulness.",0.44,"The score is 0.44 because while the actual output aligns with many key factual details from the context, it omits several important points such as directions to the registration point, reminders before activities, and methods for reducing crowding, resulting in partial but not complete factual alignment."
42,2,0,1,50,1675,0.2,"The score is 0.20 because the summary introduces extra information not present in the original text, such as claims about frustration, mistrust, and decreased trust, and omits specific feedback and details that the original text provides, resulting in a significant loss of accuracy and completeness.",0.34,"The score is 0.34 because while the actual output aligns with most factual details in the context, there are several omissions where relevant context points are not addressed, leading to partial coverage but no major fabricated or incorrect information."
43,2,1,1,50,751,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, the need for more masks, and comments on volunteers being busy, which limits the summary's completeness and usefulness.",0.0,"The score is 0.00 because all factual statements in the actual output align with the context and there are no contradictions, indicating no hallucinations."
44,3,0,1,50,1078,0.0,"The score is 0.00 because the summary fails to address several key points from the original text, such as feedback about reminders before activities, long registration queues, the need for more masks, busy volunteers, and the desire for clearer registration information.",0.56,"The score is 0.56 because while the actual output aligns with many contextual facts, there are several omissions where key context points are not addressed, leading to partial coverage and moderate risk of hallucination."
45,3,1,1,50,731,0.4,"The score is 0.40 because the summary introduces extra information about unequal distribution based on location that is not present in the original text, and it omits several specific feedback points that the original text addresses, such as suggestions for reminders, long queues, and the need for more masks.",0.0,"The score is 0.00 because all statements in the actual output either align with or do not contradict the context, and there are no contradictions, indicating no hallucinations."
46,4,0,1,50,441,0.2,"The score is 0.20 because, although there are no contradictions or extra information, the summary fails to capture several key details present in the original text, such as specific feedback about the registration process, mask distribution, volunteer availability, and the need for clearer information. This omission significantly reduces the summary's usefulness and completeness.",0.02,"The score is 0.02 because the actual output closely aligns with the contexts, with only minor issues such as a typographical error in one context, and no significant factual contradictions or unsupported claims."
47,4,1,1,50,160,0.0,"The score is 0.00 because the summary introduces extra information not present in the original text and omits several key details and feedback points that the original text addresses, resulting in a highly inaccurate and incomplete representation.",0.02,"The score is 0.02 because there is only one minor contradiction where the actual output omits mentioning 'trust' as an outcome of equal distribution, while all other points are factually aligned with the context."
48,5,0,1,50,2048,0.0,"The score is 0.00 because the summary introduces extra recommendations not present in the original text and omits specific feedback and details that the original text provides, resulting in a summary that does not accurately reflect the original content.",0.0,"The score is 0.00 because all factual statements in the actual output align with the context and there are no contradictions, indicating no hallucinated information."
49,5,1,1,50,1039,0.8,"The score is 0.80 because the summary omits the detail about feedback regarding the need for more masks to help families follow prevention measures, which is present in the original text. Otherwise, the summary aligns well with the original content.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims present."
50,6,0,1,50,1131,0.0,"The score is 0.00 because the summary introduces extra details (specific regions and codes) not present in the original text and omits several key feedback points that the original text addresses, such as requests for reminders, concerns about long queues, mask availability, and volunteer engagement. This results in a summary that fails to accurately represent the original content.",0.82,"The score is 0.82 because, despite several factual alignments, there are numerous contradictions where the actual output omits key recommendations and details present in the context, indicating significant gaps and omissions rather than outright hallucinations."
51,6,1,1,50,1013,0.6,"The score is 0.60 because the summary overstates issues with vaccination access and incorrectly claims some households received no information, which is not supported by the original text. Additionally, the summary omits specific feedback about reminders and mask distribution that the original text provides.",0.12,"The score is 0.12 because the actual output closely aligns with the majority of factual details in the context, with only a few minor omissions (such as not mentioning signage, reminders, or hygiene posters), indicating very limited hallucination."
52,7,0,1,50,1045,0.2,"The score is 0.20 because the summary introduces unsupported claims, such as reducing confusion, and omits several key feedback points present in the original text, including details about queue length, mask distribution, volunteer availability, and registration information clarity.",0.0,"The score is 0.00 because all factual alignments indicate that the actual output either agrees with or does not contradict the context, and there are no contradictions present."
53,7,1,1,50,457,0.2,"The score is 0.20 because the summary omits several key details present in the original text, such as feedback about reminders before activities, long registration queues, the need for more masks, and volunteers being too busy to answer questions. This significantly reduces the summary's completeness and usefulness.",0.18,"The score is 0.18 because the actual output aligns with most factual details in the context, but misses several specific issues such as eligibility criteria, exclusivity, and registration limitations, resulting in minor hallucinations."
54,8,0,1,50,1758,0.4,"The score is 0.40 because the summary introduces several recommendations and strategies not explicitly present in the original text, and omits specific feedback and details that the original text provides, resulting in a loss of important information and some misrepresentation.",0.24,"The score is 0.24 because the actual output aligns with most factual details from the context, but it omits several specific eligibility criteria, requirements, and limitations, resulting in some minor hallucinations."
55,8,1,1,50,882,0.4,"The score is 0.40 because the summary omits several key details present in the original text, such as feedback about reminders before activities, the need for more masks, and comments on volunteers being busy. This limits the summary's completeness and usefulness.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the provided contexts, with no contradictions or unsupported claims present."
56,9,0,1,50,553,0.2,"The score is 0.20 because the summary introduces several pieces of extra information not present in the original text and omits key feedback details that the original text can answer, resulting in a low-quality summarization.",0.7254901960784313,"The score is 0.73 because, although there are several factual alignments between the actual output and the context, there are numerous contradictions where key contextual details are omitted or not addressed, indicating a significant level of missing or misaligned information."
57,9,1,1,50,505,0.4,"The score is 0.40 because the summary introduces extra information by ranking issues as 'most common' without support from the original text, and it omits several specific feedback points that the original text addresses, reducing the summary's completeness and accuracy.",0.0,"The score is 0.00 because all factual statements in the actual output align with the provided contexts, and there are no contradictions, indicating no hallucination."
58,10,0,1,50,326,0.0,"The score is 0.00 because the summary introduces extra information not present in the original text and omits key details, such as specific feedback about long queues, busy volunteers, and the need for clearer registration information, which the original text addresses.",0.0,"The score is 0.00 because there are no contradictions between the actual output and the context, and all referenced details are either aligned or not addressed without fabrication, indicating no hallucination."
59,10,1,1,50,740,0.42857142857142855,"The score is 0.43 because the summary introduces contradictions by misattributing the main issues to registration organization and by claiming households found awareness sessions helpful for registration, which the original text does not state. It also adds extra information about concerns over unequal distribution and perceived unfairness that are not explicitly mentioned. Additionally, the summary omits feedback about volunteers being busy and limited opportunities for questions, which the original text covers. These issues significantly reduce the summary's accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are fully aligned with the context, with no contradictions or unsupported claims, indicating no hallucination."
60,11,0,1,50,944,0.3333333333333333,"The score is 0.33 because the summary introduces contradictions by misattributing the effects of certain actions (e.g., linking reduced confusion to multi-channel announcements instead of clear eligibility explanations, and tying equal distribution to clear explanations rather than as a separate action). Additionally, the summary omits specific feedback about long queues and busy volunteers, which the original text addresses.",0.58,"The score is 0.58 because while the actual output aligns with many context points, there are numerous specific details and concerns from the context that it fails to address, resulting in partial but not complete factual alignment."
61,11,1,1,50,1522,1.0,The score is 1.00 because the summary accurately reflects the original text without introducing contradictions or extra information. Excellent summarization quality.,0.5,"The score is 0.50 because while the actual output aligns with many factual details from the context, it omits several key solutions and issues explicitly mentioned in the context, resulting in partial coverage and moderate hallucination."
62,12,0,1,50,1312,0.0,"The score is 0.00 because the summary introduces extra information not present in the original text, such as attributing feedback to specific locations (YAOUNDE 1er, 2, 5) without support, and omits several details and feedback points that the original text contains, such as requests for reminders, comments on long queues, and suggestions for more masks. The summary fails to accurately represent the content and details of the original text.",0.54,"The score is 0.54 because while there are numerous factual alignments between the actual output and the context, there are also many significant omissions where the output fails to address key contextual details, leading to a moderate level of hallucination."
63,12,1,1,50,662,0.6,"The score is 0.60 because the summary introduces a claim about households near the main road being more likely to receive support, which contradicts the original text. Additionally, the summary omits feedback about reminders before activities and the need for more masks, which are present in the original text. Overall, the summary partially captures the main points but misses important details and introduces unsupported information.",0.0,"The score is 0.00 because there are numerous factual alignments and no contradictions between the actual output and the contexts, indicating that the output is fully grounded in the provided evidence with no hallucinations."
64,13,0,1,50,1355,0.0,"The score is 0.00 because the summary introduces extra information not present in the original text and omits key feedback details, such as comments about long queues, the need for more masks, and the busyness of volunteers. This results in a summary that does not accurately reflect the original content.",0.32,"The score is 0.32 because while the actual output aligns with most factual details in the context, there are several omissions where it fails to address specific requirements or claims (e.g., mask distribution, documentation, poster visibility, vaccine access, and equal support), leading to a moderate hallucination score."
65,13,1,1,50,1082,0.4,"The score is 0.40 because the summary contains generalizations and overstatements that contradict the original text, such as exaggerating issues with hygiene facilities and disability support. Additionally, the summary omits specific feedback present in the original text, reducing its accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, and there are no contradictions or unsupported claims."
66,14,0,1,50,1932,0.4,"The score is 0.40 because the summary contains several inaccuracies: it personalizes statements that were general in the original text, introduces recommendations and details not present in the source, and omits specific feedback such as the desire for reminders, long queues, and limited volunteer availability. These issues significantly reduce the summary's fidelity to the original content.",0.0,"The score is 0.00 because there are no contradictions and all factual alignments either directly agree with the context or do not contradict it, indicating no hallucination in the actual output."
67,14,1,1,50,870,0.8,"The score is 0.80 because the summary omits the detail about feedback regarding the need for more masks to help families follow prevention measures, which is present in the original text. Otherwise, the summary aligns well with the original content.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, and there are no contradictions or unsupported claims."
68,15,0,1,50,475,0.0,"The score is 0.00 because the summary introduces effects and outcomes (such as reducing confusion, improving understanding, reducing waiting times, and preventing COVID-19 spread) that are not directly stated in the original text. Additionally, the summary omits specific feedback present in the original text, such as requests for reminders, comments on long queues, the need for more masks, and observations about busy volunteers, resulting in a significant loss of fidelity.",0.0,"The score is 0.00 because there are no contradictions and all factual alignments show the actual output consistently agrees with or is neutral to the context, indicating no hallucination."
69,15,1,1,50,807,0.2,"The score is 0.20 because the summary adds extra information not present in the original text and omits several key details and feedback that the original text provides, resulting in a significant loss of accuracy and completeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, and there are no contradictions, indicating no hallucination."
70,16,0,1,50,1025,0.25,"The score is 0.25 because the summary omits key feedback details present in the original text, such as comments about long registration queues, the need for more masks, and the busyness of volunteers, making the summary incomplete.",0.88,"The score is 0.88 because there are numerous contradictions where the actual output omits many key factual details present in the context, indicating a high level of missing or unaligned information and thus a high hallucination rate."
71,16,1,1,50,692,0.25,"The score is 0.25 because the summary introduces extra information not present in the original text, such as concerns about unequal distribution of support and requests for more information about COVID-19 testing, while omitting key feedback from the original text, like the need for more masks and comments about volunteers being too busy. This significantly reduces the summary's accuracy and completeness.",0.04,"The score is 0.04 because the actual output is highly aligned with the context, with only minor omissions regarding eligibility for hygiene kits and awareness meeting attendance, and no significant hallucinations present."
72,17,0,1,50,1340,0.3333333333333333,"The score is 0.33 because the summary introduces extra information not present in the original text, such as attributing feedback to specific regions and mentioning 'insufficient resources' as a risk, while omitting several details that the original text can answer, like feedback about reminders, long queues, and volunteer availability.",0.74,"The score is 0.74 because, despite numerous factual alignments, there are many contradictions where the actual output omits key context details and recommendations, indicating significant gaps and omissions rather than outright hallucinations."
73,17,1,1,50,1241,0.6,"The score is 0.60 because the summary introduces extra information not present in the original text and omits answers to some questions that the original text addresses, indicating partial coverage and some inaccuracies.",0.04,"The score is 0.04 because there is a very high degree of factual alignment between the actual output and the context, with only minor contradictions related to the omission of a specific point about registration. This indicates minimal hallucination."
74,18,0,1,50,1738,0.6,"The score is 0.60 because the summary conflates details from different locations, leading to a contradiction about where long queues and missed opportunities occurred. Additionally, the summary omits feedback about reminders and volunteer availability, reducing its completeness.",0.0,"The score is 0.00 because all statements in the actual output are factually aligned with the context, with no contradictions or unsupported claims present."
75,18,1,1,50,4212,0.42857142857142855,"The score is 0.43 because the summary introduces several pieces of extra information not present in the original text and omits answers to some questions that the original text addresses, reducing its accuracy and completeness.",0.28,"The score is 0.28 because the actual output closely aligns with most factual details from the context, but it omits several specific suggestions and requirements, leading to minor factual gaps rather than outright hallucinations."
76,19,0,1,50,1429,0.2,"The score is 0.20 because the summary omits several key details present in the original text, such as specific feedback about reminders, queue length, mask availability, and volunteer busyness. Additionally, the summary introduces a recommendation about testing for all community members that is not explicitly supported by the original text.",0.54,"The score is 0.54 because while the actual output aligns with many factual details from the context, it omits or contradicts several key points, such as water shortages at handwashing stations, registration limitations, inconsistent information, and other specific issues, indicating moderate hallucination."
77,19,1,1,50,1171,0.8,"The score is 0.80 because the summary introduces extra information about people relying on unofficial sources, which is not present in the original text, and omits some details such as feedback about volunteers being busy and limited opportunities to ask questions. However, there are no direct contradictions, so the summary is still fairly accurate.",0.0,"The score is 0.00 because all factual alignments indicate that the actual output is fully supported by the context, with no contradictions or unsupported claims present."
78,20,0,1,50,492,0.2,"The score is 0.20 because the summary conflates separate suggestions from the original text, presenting them as causally linked when they are not. Additionally, the summary omits several specific pieces of feedback present in the original text, such as requests for reminders, comments on long queues, the need for more masks, and observations about busy volunteers. This results in a summary that is both inaccurate and incomplete.",0.0,"The score is 0.00 because all factual alignments show the actual output either directly agrees with or does not contradict the context, and there are no contradictions, indicating no hallucination."
79,20,1,1,50,4673,0.4,"The score is 0.40 because the summary introduces unsupported claims about resource distribution and vaccination access, which contradict the original text. Additionally, the summary omits specific feedback present in the original, such as requests for reminders, more masks, and comments on volunteer availability. These issues significantly reduce the summary's accuracy and completeness.",0.7,"The score is 0.70 because while there are several factual alignments between the actual output and the context, there are also numerous contradictions where key contextual details are omitted or not referenced, indicating a significant amount of missing or unaddressed information."
